id,path,datetime,season,latitude,longitude,weather_id,temperature,wind_speed,wind_direction,humidity,colors,clouds
0,resources/images/image_0,2021-10-08 18:38:13.679197,autumn,60,30,804,285.36,3.02,245,67,"[{'r': 151.86309577234002, 'g': 173.78208868142184, 'b': 193.5925635041629, 'hex': '97adc1', 'percent': 0.012091742621527778}, {'r': 48.57210249278849, 'g': 125.87179177956786, 'b': 210.8132599350955, 'hex': '307dd2', 'percent': 0.03823947482638889}, {'r': 127.80732888489938, 'g': 134.69619674096552, 'b': 67.17399397408458, 'hex': '7f8643', 'percent': 0.0172021484375}, {'r': 15.807225089327318, 'g': 25.860222310421946, 'b': 10.562366018267738, 'hex': '0f190a', 'percent': 0.0068332248263888885}, {'r': 113.4279141966997, 'g': 185.1698743546659, 'b': 244.39442750935913, 'hex': '71b9f4', 'percent': 0.024115939670138888}, {'r': 55.94263768589999, 'g': 66.06618728550873, 'b': 13.306684098704864, 'hex': '37420d', 'percent': 0.008299424913194445}, {'r': 152.9883350614734, 'g': 149.34224559324505, 'b': 135.96270922825963, 'hex': '989587', 'percent': 0.007333984375}, {'r': 93.18950356461136, 'g': 94.11591105601006, 'b': 90.94560908362557, 'hex': '5d5e5a', 'percent': 0.016641167534722223}, {'r': 242.24564096267807, 'g': 243.43326375246295, 'b': 232.29659872298697, 'hex': 'f2f3e8', 'percent': 0.004400227864583333}, {'r': 35.473076122713266, 'g': 111.92089663465097, 'b': 194.61870875493554, 'hex': '236fc2', 'percent': 0.04040717230902778}, {'r': 146.81146006236918, 'g': 195.78936325612628, 'b': 232.88176083930279, 'hex': '92c3e8', 'percent': 0.020427517361111112}, {'r': 183.95866939098002, 'g': 179.50976807541775, 'b': 152.25189088432413, 'hex': 'b7b398', 'percent': 0.007552625868055556}, {'r': 65.79771543727492, 'g': 142.53692573833615, 'b': 225.58040555007418, 'hex': '418ee1', 'percent': 0.030421006944444443}, {'r': 64.54740976248344, 'g': 67.64593229849231, 'b': 68.26175425472691, 'hex': '404344', 'percent': 0.007252875434027778}, {'r': 117.12218904927491, 'g': 117.51926922128756, 'b': 110.98627735627113, 'hex': '75756e', 'percent': 0.009927571614583333}, {'r': 209.09773775533273, 'g': 207.39099494838433, 'b': 190.84383922688053, 'hex': 'd1cfbe', 'percent': 0.006155870225694445}, {'r': 85.23163455326423, 'g': 164.34772735909195, 'b': 239.74685516671167, 'hex': '55a4ef', 'percent': 0.028551432291666668}, {'r': 86.55219241121766, 'g': 96.42243639837237, 'b': 34.785239211598665, 'hex': '566022', 'percent': 0.015620930989583334}, {'r': 155.36568174823793, 'g': 157.01064943059495, 'b': 92.55690981841978, 'hex': '9b9d5c', 'percent': 0.008809950086805556}, {'r': 106.1859397620122, 'g': 115.61296093593495, 'b': 52.267128043984826, 'hex': '6a7334', 'percent': 0.02304904513888889}]",95.0
